,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,
2013 TAB Data Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,,
Date,Vacuum Truck Number,Unit,Vacuum Truck Movement Description1,Vacuum Truck Material Description,Off-Load Site/Waste Destination,"Controlled
(YES/NO)",Destination Benzene Control Description ,"Double Count 
(YES/NO)1","Count in BQ 
(YES/NO)",Total Waste Quantity (BBLS),Total Waste Quantity (Gals),Vac Truck Log Water Content,Water (%)3,Aqu. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)",Waste Quantity (Kg),Benzene Quantity (Kg),Organic (%),Org. Sp. Gravity,"Benzene Conc.
(ppmw)",Benzene Material Reference3,"EOL Material
(YES/NO)","Waste Quantity 
(Kg)","Benzene Quantity 
(Kg)","Greater than 10% Water
(YES/NO)4","Total Waste Quantity 
(Mg/yr)","FWA Benzene Conc. 
(ppm)","TOTAL Benzene Quantity 
(Mg/yr)","Benzene Quantity NO Double Counts
(Mg/yr)",6BQ Quantity (Mg/yr),Notes,Aqueous Flow (Total Gallons)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2014,307167,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,99.0%,1.,1.69,All Groundwater,NO,"1,573",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,12,0.07,YES,1.59,43.55,<0.001,<0.001,-,,415.8
12/16/2014,307167,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N ? Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,16,672,99%,99.0%,1.,1.69,All Groundwater,NO,"2,516",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,20,0.11,YES,2.54,43.55,<0.001,<0.001,-,,665.28
12/16/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,50,"2,100",>90%,90.0%,1.,27.83,Lab Sump,no,"7,149",0.2,10%,0.82,"2,783.33",Lab Sump,no,651,1.81,yes,7.8,257.93,<0.001,<0.001,-,,1890
12/16/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 776 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,5,210,99%,99.0%,1.,24.,Crude,NO,786,0.02,1%,0.79,"2,400.",Crude,NO,6,0.02,YES,0.79,42.81,<0.001,-,-,,207.9
12/16/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,55,"2,310",>90%,90.0%,1.,27.83,Lab Sump,no,"7,863",0.22,10%,0.82,"2,783.33",Lab Sump,no,716,1.99,yes,8.58,257.93,<0.001,<0.001,-,,2079
12/16/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"1,573",<0.01,1%,0.9,193.,CPI Effluent Oil,no,14,<0.01,yes,1.59,2.56,<0.001,<0.001,<0.001,,415.8
12/16/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,15,630,99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"2,359",<0.01,1%,0.9,193.,CPI Effluent Oil,no,21,<0.01,yes,2.38,2.56,<0.001,<0.001,<0.001,,623.7
12/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,DESALTER WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,40,"1,680",99%,99.0%,1.,27.56,Desalter Effluent,NO,"6,291",0.17,1%,0.83,"2,496.44",Desalter Effluent,NO,53,0.13,yes,6.34,48.09,<0.001,<0.001,-,,1663.2
12/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 774 - SUMP / WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,56,"2,352",99%,99.0%,1.,0.02,Diesel,No,"8,807",<0.01,1%,0.86,2.,Diesel,No,77,<0.01,yes,8.88,0.04,<0.001,-,-,,2328.48
12/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 774 - SUMP / WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,20,840,99%,99.0%,1.,0.02,Diesel,No,"3,145",<0.01,1%,0.86,2.,Diesel,No,27,<0.01,yes,3.17,0.04,<0.001,-,-,,831.6
12/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 64/65/66 - WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,NO,NA,YES,NO,1,42,10-30%,20.0%,1.,0.02,Diesel,NO,32,<0.01,80%,0.86,2.,Diesel,NO,109,<0.01,YES,0.14,1.55,<0.001,-,-,,8.4
12/17/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,18,756,99%,99.0%,1.,1.69,All Groundwater,NO,"2,831",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,22,0.12,YES,2.85,43.55,<0.001,<0.001,-,,748.44
12/17/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N ? Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,99.0%,1.,1.69,All Groundwater,NO,"3,145",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,25,0.13,YES,3.17,43.55,<0.001,<0.001,-,,831.6
12/17/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,25,"1,050",99%,99.0%,1.,4.,Distillate,NO,"3,932",0.02,1%,0.84,400.,Distillate,NO,33,0.01,YES,3.97,7.33,<0.001,<0.001,-,,1039.5
12/17/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"1,573",<0.01,1%,0.9,193.,CPI Effluent Oil,no,14,<0.01,yes,1.59,2.56,<0.001,<0.001,<0.001,,415.8
12/17/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"1,573",<0.01,1%,0.9,193.,CPI Effluent Oil,no,14,<0.01,yes,1.59,2.56,<0.001,<0.001,<0.001,,415.8
12/18/2014,307166,CRUDE DOCKS UNLOADING,PLANT 1 - CRUDE UNLOADING SUMP,CRUDE AND WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,15,630,70-90%,80.0%,1.,24.,Crude,NO,"1,906",0.05,20%,0.79,"2,400.",Crude,NO,376,0.9,yes,2.28,415.87,<0.001,<0.001,<0.001,,504
12/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SAMPLE POINTS #1 OMD,DIESEL AND GAS,PLANT 1 - VAC PAD,NO,NA,NO,YES,1,42,50-70%,60.0%,1.,360.,Gasoline,NO,95,0.03,40%,0.77,"36,000.",Gasoline,NO,49,1.76,YES,0.14,"12,449.34",<0.001,<0.001,<0.001,,25.2
12/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,yes,NA,YES,NO,65,"2,730",99%,99.0%,1.,0.1,Ultra Low Sulfur Diesel,NO,"10,222",<0.01,1%,0.84,10.,Ultra Low Sulfur Diesel,NO,87,<0.01,YES,10.31,0.18,<0.001,-,-,,2702.7
12/18/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,12,504,99%,99.0%,1.,1.69,All Groundwater,NO,"1,887",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,15,0.08,YES,1.9,43.55,<0.001,<0.001,-,,498.96
12/18/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N ? Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,17,714,99%,99.0%,1.,1.69,All Groundwater,NO,"2,674",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,21,0.11,YES,2.69,43.55,<0.001,<0.001,-,,706.86
12/18/2014,307166,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,OILY WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,30,"1,260",99%,99.0%,1.,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"4,718",0.02,1%,0.73,"3,150.","Knockout Water, Fuel Gas (Hydrocraker)",NO,35,0.11,YES,4.75,27.06,<0.001,<0.001,<0.001,,1247.4
12/18/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,99.0%,1.,27.83,Lab Sump,no,"9,436",0.26,1%,0.82,"2,783.33",Lab Sump,no,78,0.22,yes,9.51,50.47,<0.001,<0.001,-,,2494.8
12/18/2014,307163,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO,NA,YES,NO,65,"2,730",99%,99.0%,1.,13.17,T-101 Underground Storage Tank Aqueous,YES,"10,222",0.13,1%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,89,0.1,YES,10.31,22.91,<0.001,-,-,,2702.7
12/18/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,99.0%,1.,27.83,Lab Sump,no,"9,436",0.26,1%,0.82,"2,783.33",Lab Sump,no,78,0.22,yes,9.51,50.47,<0.001,<0.001,-,,2494.8
12/18/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"3,932",<0.01,1%,0.9,193.,CPI Effluent Oil,no,36,<0.01,yes,3.97,2.56,<0.001,<0.001,<0.001,,1039.5
12/18/2014,307166,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,15,630,99%,99.0%,1.,-0-,Stormwater,NO,"2,359",-0-,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,,623.7
12/18/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,FLUX LOADING AREA,WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,10,420,99%,99.0%,1.,-0-,Stormwater,NO,"1,573",-0-,1%,0.85,0.03,Stormwater,NO,14,<0.01,yes,1.59,<0.001,<0.001,<0.001,<0.001,,415.8
12/19/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",99%,99.0%,1.,27.83,Lab Sump,no,"5,504",0.15,1%,0.82,"2,783.33",Lab Sump,no,46,0.13,yes,5.55,50.47,<0.001,<0.001,-,,1455.3
12/19/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,15,630,99%,99.0%,1.,1.69,All Groundwater,NO,"2,359",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,19,0.1,YES,2.38,43.55,<0.001,<0.001,-,,623.7
12/19/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,99.0%,1.,27.83,Lab Sump,no,"9,436",0.26,1%,0.82,"2,783.33",Lab Sump,no,78,0.22,yes,9.51,50.47,<0.001,<0.001,-,,2494.8
12/19/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N ? Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,19,798,99%,99.0%,1.,1.69,All Groundwater,NO,"2,988",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,24,0.13,YES,3.01,43.55,<0.001,<0.001,-,,790.02
12/19/2014,307166,PLANT 3 - UNIT 019 - ASPHALT MATERIAL,PLANT 3 - CPI DRUM,SOUR WATER,PLANT 1 - VAC PAD,NO,VAC PAD,NO,YES,25,"1,050",99%,99.0%,1.,0.83,CPI Effluent Aqueous,no,"3,932",<0.01,1%,0.9,193.,CPI Effluent Oil,no,36,<0.01,yes,3.97,2.56,<0.001,<0.001,<0.001,,1039.5
12/20/2014,307163,PLANT 1 - LABORATORY,PLANT 1 - LAB SUMP,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,45,"1,890",99%,99.0%,1.,27.83,Lab Sump,no,"7,077",0.2,1%,0.82,"2,783.33",Lab Sump,no,59,0.16,yes,7.14,50.47,<0.001,<0.001,-,,1871.1
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,718",0.05,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,40,0.06,YES,4.76,23.65,<0.001,<0.001,-,,1247.4
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,20,840,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,145",0.03,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,27,0.04,YES,3.17,23.65,<0.001,<0.001,-,,831.6
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,30,"1,260",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,718",0.05,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,40,0.06,YES,4.76,23.65,<0.001,<0.001,-,,1247.4
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,12,504,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,887",0.02,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,16,0.03,YES,1.9,23.65,<0.001,<0.001,-,,498.96
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,120,"5,040",99%,99.0%,1.,3.52,TK-60 Equalization Tank Aqueous,NO,"18,872",0.07,1%,0.85,"1,230.",TK-60 Equalization Tank,NO,162,0.2,YES,19.03,13.96,<0.001,<0.001,-,,4989.6
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,10,420,99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,573",0.02,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,13,0.02,YES,1.59,23.65,<0.001,<0.001,-,,415.8
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,99.0%,1.,3.52,TK-60 Equalization Tank Aqueous,NO,"9,436",0.03,1%,0.85,"1,230.",TK-60 Equalization Tank,NO,81,0.1,YES,9.52,13.96,<0.001,<0.001,-,,2494.8
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,35,"1,470",99%,99.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"5,504",0.06,1%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,46,0.07,YES,5.55,23.65,<0.001,<0.001,-,,1455.3
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,60,"2,520",99%,99.0%,1.,3.52,TK-60 Equalization Tank Aqueous,NO,"9,436",0.03,1%,0.85,"1,230.",TK-60 Equalization Tank,NO,81,0.1,YES,9.52,13.96,<0.001,<0.001,-,,2494.8
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,033",0.01,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"7,757",12.28,YES,8.79,"1,398.55",0.01,0.01,-,,273
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,195,"8,190",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,098",0.03,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"23,270",36.84,YES,26.37,"1,398.55",0.04,0.04,-,,819
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,65,"2,730",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,033",0.01,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"7,757",12.28,YES,8.79,"1,398.55",0.01,0.01,-,,273
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 -STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"15,513",24.56,YES,17.58,"1,398.55",0.02,0.02,-,,546
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - STORAGE FRAC TANKS BY FLARE,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"15,513",24.56,YES,17.58,"1,398.55",0.02,0.02,-,,546
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,SLUDGE,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,130,"5,460",<10%,10.0%,1.,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,065",0.02,90%,0.83,"1,583.33",TK-4516 Slop Oil Tank,YES,"15,513",24.56,YES,17.58,"1,398.55",0.02,0.02,-,,546
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS BY FLARE,WATER,PLANT 1 - VAC PAD,no,NA,NO,YES,30,"1,260",99%,99.0%,1.,-0-,Stormwater,no,"4,718",-0-,1%,0.85,0.03,Stormwater,no,41,<0.01,yes,4.76,<0.001,<0.001,<0.001,<0.001,,1247.4
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4513 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,21,882,99%,99.0%,1.,4.17,sludge processing,NO,"3,303",0.01,1%,1.07,417.,sludge processing,NO,36,0.01,YES,3.34,8.58,<0.001,<0.001,<0.001,,873.18
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANKS SECONDARY CONTAINMENTS - ENVIRONMENTAL ,WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,30,"1,260",99%,99.0%,1.,-0-,Stormwater,NO,"4,718",-0-,1%,0.85,0.03,Stormwater,NO,41,<0.01,YES,4.76,<0.001,<0.001,<0.001,<0.001,,1247.4
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 27 - WATER DRAW,WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,30,"1,260",99%,99.0%,1.,4.17,sludge processing,NO,"4,718",0.02,1%,1.07,417.,sludge processing,NO,51,0.02,YES,4.77,8.58,<0.001,<0.001,<0.001,,1247.4
12/20/2014,307163,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - 3RD LAGOON,WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,5,210,99%,99.0%,1.,<0.01,Fourth Lagoon,YES,786,<0.01,1%,0.85,0.63,Fourth Lagoon,NO,7,<0.01,YES,0.79,0.01,<0.001,<0.001,<0.001,,207.9
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,CRUDE AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,65,"2,730",99%,99.0%,1.,24.,Crude,NO,"10,222",0.25,1%,0.79,"2,400.",Crude,NO,82,0.2,yes,10.3,42.81,<0.001,-,-,,2702.7
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,CRUDE AND WATER,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,65,"2,730",99%,99.0%,1.,24.,Crude,NO,"10,222",0.25,1%,0.79,"2,400.",Crude,NO,82,0.2,yes,10.3,42.81,<0.001,-,-,,2702.7
12/22/2014,307166,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 1 - VAC PAD,NO,NA,YES,NO,20,840,70-90%,80.0%,1.,44.6,Denver Truck Terminal Aqueous,YES,"2,542",0.11,20%,0.79,"6,505.",Denver Truck Terminal Oil,YES,501,3.26,YES,3.04,"1,108.97",<0.001,-,-,,672
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SAMPLE POINTS #1 OMD,DIESEL AND GAS,PLANT 1 - VAC PAD,NO,NA,NO,YES,1,42,10-30%,20.0%,1.,360.,Gasoline,NO,32,0.01,80%,0.77,"36,000.",Gasoline,NO,98,3.52,YES,0.13,"27,264.71",<0.001,<0.001,<0.001,,8.4
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,yes,NA,YES,NO,65,"2,730",99%,99.0%,1.,0.1,Ultra Low Sulfur Diesel,NO,"10,222",<0.01,1%,0.84,10.,Ultra Low Sulfur Diesel,NO,87,<0.01,YES,10.31,0.18,<0.001,-,-,,2702.7
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SAMPLE POINTS #1 OMD,DIESEL AND WATER,PLANT 1 - VAC PAD,NO,NA,NO,YES,25,"1,050",99%,99.0%,1.,0.02,Diesel,NO,"3,932",<0.01,1%,0.86,2.,Diesel,NO,34,<0.01,YES,3.97,0.04,<0.001,<0.001,<0.001,,1039.5
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,DIESEL AND WATER,PLANT 1 - VAC PAD,yes,NA,YES,NO,65,"2,730",99%,99.0%,1.,0.1,Ultra Low Sulfur Diesel,NO,"10,222",<0.01,1%,0.84,10.,Ultra Low Sulfur Diesel,NO,87,<0.01,YES,10.31,0.18,<0.001,-,-,,2702.7
12/22/2014,307166,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 1 PIPELINE,GAS OIL,PLANT 1 - VAC PAD,YES,VAC PAD,YES,NO,1,42,<10%,10.0%,1.,0.05,Gas Oil,no,16,<0.01,90%,0.85,4.8,Gas Oil,no,122,<0.01,yes,0.14,4.25,<0.001,-,-,,4.2
12/22/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,15,630,99%,99.0%,1.,1.69,All Groundwater,NO,"2,359",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,19,0.1,YES,2.38,43.55,<0.001,<0.001,-,,623.7
12/22/2014,307163,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1 N ? Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES,VAC PAD,NO,NO,18,756,99%,99.0%,1.,1.69,All Groundwater,NO,"2,831",<0.01,1%,0.78,"5,350.",Remediation Oil,YES,22,0.12,YES,2.85,43.55,<0.001,<0.001,-,,748.44
